building_id,sensor_id,timestamp,total_kwh,hvac_kwh,lighting_kwh,plug_load_kwh,other_kwh,outdoor_temp_c,occupancy_count
BLD-HQ-01,MAIN-METER-01,2025-12-20 23:00:00,317.45,118.31,65.03,85.31,45.83,15.35,1
BLD-HQ-01,MAIN-METER-01,2025-12-20 23:15:00,321.68,123.44,67.0,79.18,47.15,15.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-20 23:30:00,323.76,127.14,63.92,80.4,49.93,15.98,0
BLD-HQ-01,MAIN-METER-01,2025-12-20 23:45:00,325.85,129.8,70.76,80.86,50.46,16.35,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 00:00:00,327.93,131.58,64.62,87.38,50.69,16.73,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 00:15:00,330.01,123.78,64.12,82.92,48.03,17.1,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 00:30:00,330.86,131.77,67.77,81.3,51.99,17.48,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 00:45:00,331.71,127.93,64.65,85.25,49.04,17.85,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 01:00:00,332.56,127.9,64.15,86.11,52.85,18.23,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 01:15:00,333.41,126.76,70.31,78.39,49.19,18.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 01:30:00,333.13,138.51,66.71,82.89,51.0,18.83,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 01:45:00,332.84,126.87,67.67,85.93,50.54,19.05,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 02:00:00,332.56,131.11,66.84,81.57,49.55,19.27,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 02:15:00,332.27,129.97,69.75,79.43,50.6,19.5,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 02:30:00,330.5,128.26,63.02,83.65,52.63,19.55,1
BLD-HQ-01,MAIN-METER-01,2025-12-21 02:45:00,328.74,136.93,66.84,78.1,47.51,19.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 03:00:00,326.97,123.33,65.7,83.15,50.51,19.65,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 03:15:00,325.2,132.16,65.08,83.68,50.59,19.7,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 03:30:00,323.06,137.62,65.35,86.53,50.7,19.82,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 03:45:00,320.93,125.21,67.49,90.28,49.66,19.95,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 04:00:00,318.79,119.43,63.58,78.4,47.98,20.08,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 04:15:00,316.65,123.98,65.11,76.73,46.68,20.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 04:30:00,316.17,119.72,63.43,76.79,48.14,20.45,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 04:45:00,315.68,127.04,61.81,77.24,46.38,20.7,1
BLD-HQ-01,MAIN-METER-01,2025-12-21 05:00:00,315.2,131.08,63.63,76.66,48.36,20.95,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 05:15:00,314.71,130.28,61.6,80.23,46.76,21.2,1
BLD-HQ-01,MAIN-METER-01,2025-12-21 05:30:00,314.88,127.66,63.17,74.12,47.51,20.98,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 05:45:00,315.05,119.0,66.36,80.97,47.34,20.75,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 06:00:00,315.22,126.12,63.94,80.6,47.06,20.52,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 06:15:00,315.39,125.06,65.39,81.53,44.14,20.3,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 06:30:00,316.39,126.3,61.3,81.25,48.4,20.32,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 06:45:00,317.4,130.14,65.1,79.98,48.54,20.35,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 07:00:00,318.4,121.75,65.21,78.13,44.41,20.38,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 07:15:00,319.41,131.39,61.34,82.82,48.38,20.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 07:30:00,324.29,133.56,63.72,82.79,47.92,20.38,1
BLD-HQ-01,MAIN-METER-01,2025-12-21 07:45:00,329.18,133.41,66.63,77.87,46.94,20.35,1
BLD-HQ-01,MAIN-METER-01,2025-12-21 08:00:00,334.06,135.27,70.52,81.43,49.8,20.32,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 08:15:00,338.95,127.77,73.03,86.03,51.62,20.3,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 08:30:00,346.35,135.92,71.97,86.36,49.47,20.02,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 08:45:00,353.75,146.16,68.09,89.44,49.09,19.75,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 09:00:00,361.15,145.7,75.87,87.23,53.08,19.48,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 09:15:00,368.55,150.5,71.96,90.22,52.39,19.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 09:30:00,369.09,144.8,73.91,86.57,53.69,18.92,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 09:45:00,369.63,143.98,74.96,94.09,55.72,18.65,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 10:00:00,370.17,145.83,75.11,91.83,57.07,18.38,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 10:15:00,370.71,150.87,72.84,90.35,55.08,18.1,1
BLD-HQ-01,MAIN-METER-01,2025-12-21 10:30:00,370.2,150.92,72.87,92.67,56.43,18.12,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 10:45:00,369.7,143.68,73.31,94.46,54.77,18.15,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 11:00:00,369.19,148.13,73.07,93.34,57.7,18.18,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 11:15:00,368.68,156.59,77.35,91.9,54.89,18.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 11:30:00,367.41,152.05,72.16,91.09,52.59,18.25,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 11:45:00,366.14,145.37,74.35,92.68,53.98,18.3,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 12:00:00,364.87,146.09,74.98,89.61,56.77,18.35,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 12:15:00,363.6,146.32,73.87,90.56,54.55,18.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 12:30:00,360.61,147.6,71.66,94.03,55.86,18.17,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 12:45:00,357.63,139.84,70.0,92.54,57.53,17.95,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 13:00:00,354.65,140.79,71.8,87.07,53.43,17.73,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 13:15:00,351.66,142.45,69.43,87.58,55.03,17.5,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 13:30:00,347.29,137.35,68.38,89.51,52.87,17.52,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 13:45:00,342.91,138.85,67.9,90.62,49.94,17.55,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 14:00:00,338.54,138.67,64.31,83.98,50.72,17.58,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 14:15:00,334.16,133.61,68.62,83.01,49.51,17.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 14:30:00,330.13,132.95,66.13,85.68,49.4,17.58,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 14:45:00,326.09,132.71,67.47,80.22,47.47,17.55,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 15:00:00,322.05,125.75,63.97,86.12,48.71,17.52,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 15:15:00,318.02,128.82,63.57,77.43,47.07,17.5,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 15:30:00,314.57,129.0,61.83,82.54,48.94,17.48,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 15:45:00,311.11,125.04,64.23,73.18,47.94,17.45,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 16:00:00,307.66,126.67,61.09,73.89,45.87,17.42,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 16:15:00,304.21,116.13,56.7,78.61,43.45,17.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 16:30:00,302.93,127.52,64.06,73.91,42.6,17.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 16:45:00,301.65,118.23,63.06,74.94,47.3,17.0,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 17:00:00,300.37,118.9,61.74,75.69,43.83,16.8,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 17:15:00,299.09,117.02,59.27,75.4,42.97,16.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 17:30:00,298.8,122.78,58.73,75.9,45.59,16.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 17:45:00,298.52,121.98,57.43,80.5,47.34,16.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 18:00:00,298.23,115.73,62.36,71.17,45.64,16.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 18:15:00,297.94,115.73,59.04,75.03,44.69,16.6,1
BLD-HQ-01,MAIN-METER-01,2025-12-21 18:30:00,298.59,115.25,60.63,77.74,45.22,16.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 18:45:00,299.24,125.92,60.71,76.05,45.48,16.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 19:00:00,299.88,119.49,61.34,73.76,45.14,16.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 19:15:00,300.53,127.38,59.52,79.36,44.98,16.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 19:30:00,302.48,121.03,62.65,75.93,44.58,16.55,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 19:45:00,304.42,130.01,59.58,79.54,44.06,16.5,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 20:00:00,306.37,122.91,61.34,77.99,44.48,16.45,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 20:15:00,308.32,117.91,63.44,80.33,48.39,16.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 20:30:00,312.03,120.21,61.19,75.67,49.2,16.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 20:45:00,315.75,132.36,61.81,75.69,48.34,16.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 21:00:00,319.46,130.73,63.1,80.68,47.11,16.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 21:15:00,323.18,132.91,61.95,75.08,49.24,16.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 21:30:00,328.85,126.61,68.83,84.42,48.2,16.45,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 21:45:00,334.52,136.88,68.59,85.28,51.34,16.5,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 22:00:00,340.2,137.99,67.13,87.37,48.94,16.55,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 22:15:00,345.87,142.97,72.02,86.75,53.11,16.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 22:30:00,349.42,146.95,69.8,87.71,52.18,16.62,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 22:45:00,352.97,142.41,67.72,82.65,56.52,16.65,1
BLD-HQ-01,MAIN-METER-01,2025-12-21 23:00:00,356.52,144.53,75.46,87.72,53.64,16.68,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 23:15:00,360.06,136.95,73.42,85.54,54.72,16.7,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 23:30:00,361.48,145.23,73.09,90.63,55.72,16.77,0
BLD-HQ-01,MAIN-METER-01,2025-12-21 23:45:00,362.9,146.74,71.16,84.65,53.94,16.85,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 00:00:00,364.31,151.96,74.8,91.89,50.84,16.92,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 00:15:00,365.73,141.86,73.64,93.11,52.95,17.0,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 00:30:00,364.09,151.29,75.74,92.49,52.42,17.25,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 00:45:00,362.46,142.48,71.87,90.54,53.32,17.5,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 01:00:00,360.82,140.07,73.93,89.51,53.21,17.75,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 01:15:00,359.18,135.63,74.19,90.03,52.45,18.0,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 01:30:00,357.14,142.88,71.72,89.6,53.15,17.95,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 01:45:00,355.1,142.16,74.1,94.24,52.87,17.9,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 02:00:00,353.06,146.23,71.71,83.63,52.07,17.85,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 02:15:00,351.01,140.19,73.18,90.24,52.21,17.8,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 02:30:00,348.99,146.21,63.56,89.1,54.25,17.38,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 02:45:00,346.97,145.24,69.14,88.03,53.84,16.95,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 03:00:00,344.94,141.71,69.94,87.39,50.38,16.53,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 03:15:00,342.92,136.21,66.09,83.99,48.99,16.1,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 03:30:00,341.69,142.01,68.98,86.29,50.91,16.33,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 03:45:00,340.45,144.2,63.91,86.45,51.37,16.55,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 04:00:00,339.21,132.02,69.06,84.43,50.89,16.77,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 04:15:00,337.98,135.64,71.26,81.41,52.17,17.0,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 04:30:00,337.42,125.4,65.82,84.84,50.51,17.52,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 04:45:00,336.86,128.42,65.89,80.24,49.51,18.05,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 05:00:00,336.31,137.45,68.27,87.02,50.82,18.58,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 05:15:00,335.75,131.13,67.99,82.14,51.38,19.1,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 05:30:00,335.5,139.89,66.65,84.56,51.06,18.7,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 05:45:00,335.24,133.02,65.74,82.22,50.23,18.3,3
BLD-HQ-01,MAIN-METER-01,2025-12-22 06:00:00,334.98,128.98,69.3,81.24,47.2,17.9,6
BLD-HQ-01,MAIN-METER-01,2025-12-22 06:15:00,334.73,137.06,67.46,80.0,51.18,17.5,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 06:30:00,336.13,133.2,65.58,80.91,51.4,17.45,9
BLD-HQ-01,MAIN-METER-01,2025-12-22 06:45:00,337.53,134.24,69.7,87.42,50.58,17.4,8
BLD-HQ-01,MAIN-METER-01,2025-12-22 07:00:00,338.93,138.23,66.66,83.83,49.14,17.35,8
BLD-HQ-01,MAIN-METER-01,2025-12-22 07:15:00,340.34,130.39,68.47,84.46,50.85,17.3,9
BLD-HQ-01,MAIN-METER-01,2025-12-22 07:30:00,344.89,136.1,64.9,85.99,52.35,17.32,8
BLD-HQ-01,MAIN-METER-01,2025-12-22 07:45:00,349.43,138.9,69.34,86.43,50.98,17.35,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 08:00:00,353.98,140.22,71.23,86.18,54.54,17.38,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 08:15:00,358.53,145.93,68.6,85.68,52.54,17.4,8
BLD-HQ-01,MAIN-METER-01,2025-12-22 08:30:00,365.75,144.79,73.4,91.2,58.25,17.25,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 08:45:00,372.97,146.02,77.37,93.16,55.61,17.1,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 09:00:00,380.19,161.28,74.55,97.92,59.41,16.95,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 09:15:00,387.4,153.63,73.39,102.92,58.21,16.8,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 09:30:00,387.61,151.47,77.1,97.94,58.15,16.58,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 09:45:00,387.81,161.67,77.02,101.71,61.55,16.35,6
BLD-HQ-01,MAIN-METER-01,2025-12-22 10:00:00,388.02,157.53,75.05,94.96,58.35,16.12,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 10:15:00,388.22,150.93,81.24,97.22,55.58,15.9,4
BLD-HQ-01,MAIN-METER-01,2025-12-22 10:30:00,387.51,157.64,79.69,99.62,56.45,15.75,2
BLD-HQ-01,MAIN-METER-01,2025-12-22 10:45:00,386.79,150.09,77.89,91.69,59.52,15.6,3
BLD-HQ-01,MAIN-METER-01,2025-12-22 11:00:00,386.08,153.0,80.47,91.05,58.78,15.45,6
BLD-HQ-01,MAIN-METER-01,2025-12-22 11:15:00,385.36,154.63,77.05,97.94,57.9,15.3,6
BLD-HQ-01,MAIN-METER-01,2025-12-22 11:30:00,383.66,157.6,80.19,96.97,55.05,15.12,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 11:45:00,381.96,147.44,79.98,95.49,60.83,14.95,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 12:00:00,380.25,152.15,77.09,97.52,56.48,14.78,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 12:15:00,378.55,141.45,75.55,98.53,55.07,14.6,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 12:30:00,376.88,152.88,76.28,94.61,58.81,14.45,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 12:45:00,375.22,147.22,71.78,99.6,53.31,14.3,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 13:00:00,373.55,157.1,74.24,96.95,55.22,14.15,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 13:15:00,371.89,154.6,75.77,98.8,56.19,14.0,8
BLD-HQ-01,MAIN-METER-01,2025-12-22 13:30:00,366.59,148.09,70.76,92.78,54.51,13.8,8
BLD-HQ-01,MAIN-METER-01,2025-12-22 13:45:00,361.29,141.4,69.86,87.74,54.47,13.6,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 14:00:00,355.99,142.47,73.99,86.96,51.39,13.4,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 14:15:00,350.69,140.25,71.46,90.21,52.73,13.2,8
BLD-HQ-01,MAIN-METER-01,2025-12-22 14:30:00,346.26,142.81,65.6,88.07,54.33,13.08,8
BLD-HQ-01,MAIN-METER-01,2025-12-22 14:45:00,341.83,141.67,65.87,86.25,54.43,12.95,7
BLD-HQ-01,MAIN-METER-01,2025-12-22 15:00:00,337.39,133.19,65.88,88.15,52.1,12.82,6
BLD-HQ-01,MAIN-METER-01,2025-12-22 15:15:00,332.96,136.38,64.85,84.66,47.57,12.7,5
BLD-HQ-01,MAIN-METER-01,2025-12-22 15:30:00,329.27,133.8,67.67,81.82,51.09,12.5,3
BLD-HQ-01,MAIN-METER-01,2025-12-22 15:45:00,325.57,135.42,67.46,76.06,49.16,12.3,3
BLD-HQ-01,MAIN-METER-01,2025-12-22 16:00:00,321.88,123.46,65.17,82.0,46.3,12.1,3
BLD-HQ-01,MAIN-METER-01,2025-12-22 16:15:00,318.19,124.82,64.66,79.2,45.35,11.9,2
BLD-HQ-01,MAIN-METER-01,2025-12-22 16:30:00,316.14,124.72,61.66,80.1,48.19,11.98,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 16:45:00,314.1,126.37,62.53,77.86,46.39,12.05,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 17:00:00,312.05,123.75,61.96,78.41,44.74,12.12,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 17:15:00,310.01,120.66,60.06,81.65,47.91,12.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 17:30:00,309.39,123.28,61.46,77.74,45.81,12.1,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 17:45:00,308.76,123.86,60.08,76.11,47.62,12.0,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 18:00:00,308.14,123.45,59.09,75.18,42.22,11.9,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 18:15:00,307.52,122.33,61.28,75.24,46.82,11.8,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 18:30:00,307.6,124.04,57.0,77.54,47.92,11.7,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 18:45:00,307.69,128.79,61.58,76.43,47.16,11.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 19:00:00,307.77,129.96,61.34,75.14,46.99,11.5,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 19:15:00,307.86,125.62,61.23,77.48,44.88,11.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 19:30:00,308.43,122.9,64.51,75.43,49.65,11.3,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 19:45:00,309.0,126.0,62.06,78.36,45.55,11.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 20:00:00,309.58,118.57,63.04,77.25,47.6,11.1,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 20:15:00,310.15,123.37,60.99,79.47,47.72,11.0,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 20:30:00,312.96,119.71,63.01,79.86,46.64,10.98,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 20:45:00,315.76,127.48,61.02,77.42,46.38,10.95,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 21:00:00,318.57,127.59,62.86,83.73,48.26,10.92,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 21:15:00,321.37,127.4,63.6,77.46,47.8,10.9,1
BLD-HQ-01,MAIN-METER-01,2025-12-22 21:30:00,326.08,131.27,67.11,80.92,50.94,11.28,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 21:45:00,330.79,139.4,66.96,81.76,47.21,11.65,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 22:00:00,335.5,134.39,66.65,80.05,50.44,12.02,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 22:15:00,340.22,132.96,66.88,84.71,52.0,12.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 22:30:00,343.84,141.0,67.83,85.25,49.78,13.15,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 22:45:00,347.46,134.24,69.2,88.37,52.75,13.9,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 23:00:00,351.08,144.8,70.75,89.27,53.42,14.65,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 23:15:00,354.7,142.86,71.49,89.96,53.89,15.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 23:30:00,355.32,143.83,71.09,88.29,54.0,16.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-22 23:45:00,355.93,136.74,72.7,87.18,50.67,17.0,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 00:00:00,356.55,143.81,72.95,87.95,53.13,17.8,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 00:15:00,357.17,145.86,67.11,88.86,53.18,18.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 00:30:00,355.46,137.75,69.66,81.41,52.75,19.05,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 00:45:00,353.75,129.0,71.9,84.35,53.55,19.5,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 01:00:00,352.04,145.87,69.6,85.01,49.84,19.95,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 01:15:00,350.33,144.6,69.05,86.33,53.95,20.4,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 01:30:00,349.09,135.08,71.34,88.8,51.17,20.85,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 01:45:00,347.85,134.12,67.59,84.52,53.64,21.3,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 02:00:00,346.61,133.84,69.4,86.38,52.15,21.75,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 02:15:00,345.37,136.64,68.94,83.77,51.59,22.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 02:30:00,344.71,142.15,70.46,89.12,53.18,22.7,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 02:45:00,344.05,137.92,71.4,91.45,50.1,23.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 03:00:00,343.39,131.92,67.55,82.25,51.64,23.7,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 03:15:00,342.72,148.22,70.22,86.65,47.26,24.2,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 03:30:00,341.35,138.07,66.82,86.55,48.29,24.68,1
BLD-HQ-01,MAIN-METER-01,2025-12-23 03:45:00,339.97,139.55,68.79,84.74,51.77,25.15,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 04:00:00,338.59,134.05,63.26,83.45,50.5,25.62,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 04:15:00,337.21,139.43,67.97,81.09,53.31,26.1,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 04:30:00,334.13,136.3,67.24,82.99,50.09,25.98,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 04:45:00,331.05,136.58,64.74,85.07,47.34,25.85,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 05:00:00,327.97,132.08,66.28,83.55,48.45,25.72,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 05:15:00,324.9,126.57,66.92,80.09,47.89,25.6,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 05:30:00,324.42,129.83,67.69,77.6,50.1,25.9,0
BLD-HQ-01,MAIN-METER-01,2025-12-23 05:45:00,323.95,126.04,64.78,81.75,49.32,26.2,3
BLD-HQ-01,MAIN-METER-01,2025-12-23 06:00:00,323.48,132.38,66.47,80.02,49.21,26.5,7
BLD-HQ-01,MAIN-METER-01,2025-12-23 06:15:00,323.01,129.25,65.2,79.98,49.01,26.8,8
BLD-HQ-01,MAIN-METER-01,2025-12-23 06:30:00,324.55,123.07,64.55,80.58,48.54,25.35,7
BLD-HQ-01,MAIN-METER-01,2025-12-23 06:45:00,326.09,137.55,66.72,78.6,47.76,23.9,8
BLD-HQ-01,MAIN-METER-01,2025-12-23 07:00:00,327.63,135.59,66.34,81.47,46.62,22.45,8
BLD-HQ-01,MAIN-METER-01,2025-12-23 07:15:00,329.17,134.25,65.49,84.8,49.52,21.0,8
BLD-HQ-01,MAIN-METER-01,2025-12-23 07:30:00,333.17,129.93,65.0,89.39,48.68,20.92,7
BLD-HQ-01,MAIN-METER-01,2025-12-23 07:45:00,337.17,136.6,68.69,83.32,48.95,20.85,7
BLD-HQ-01,MAIN-METER-01,2025-12-23 08:00:00,341.17,135.66,68.48,82.51,50.86,20.78,7
BLD-HQ-01,MAIN-METER-01,2025-12-23 08:15:00,345.17,141.3,68.8,86.5,52.4,20.7,7
BLD-HQ-01,MAIN-METER-01,2025-12-23 08:30:00,351.86,136.18,68.91,91.43,54.58,20.62,7
BLD-HQ-01,MAIN-METER-01,2025-12-23 08:45:00,358.55,147.77,71.92,86.08,50.7,20.55,6
BLD-HQ-01,MAIN-METER-01,2025-12-23 09:00:00,365.24,146.08,74.55,92.59,53.82,20.47,7
BLD-HQ-01,MAIN-METER-01,2025-12-23 09:15:00,371.93,148.99,76.58,95.0,55.92,20.4,7
BLD-HQ-01,MAIN-METER-01,2025-12-23 09:30:00,371.7,143.15,69.68,94.69,56.36,20.32,8
BLD-HQ-01,MAIN-METER-01,2025-12-23 09:45:00,371.46,151.57,72.67,92.13,58.42,20.25,7
