event_id,access_point_id,access_point_name,zone_id,risk_level,employee_id,timestamp,access_granted,is_anomaly,anomaly_type
EVT-0014978,AP-01,Main Entrance,ZN-06,low,EMP-0090,2026-08-10 14:39:24,True,False,
EVT-0060388,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0093,2026-08-10 14:39:50,True,False,
EVT-0073705,AP-05,Executive Wing Door,ZN-08,medium,EMP-0032,2026-08-10 14:40:41,True,False,
EVT-0060397,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0180,2026-08-10 14:41:09,True,False,
EVT-0037628,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0174,2026-08-10 14:41:35,True,False,
EVT-0073703,AP-05,Executive Wing Door,ZN-08,medium,EMP-0105,2026-08-10 14:41:41,True,False,
EVT-0060394,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0216,2026-08-10 14:41:59,True,False,
EVT-0060395,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0142,2026-08-10 14:42:08,True,False,
EVT-0037626,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0067,2026-08-10 14:42:21,True,False,
EVT-0060392,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0032,2026-08-10 14:42:30,True,False,
EVT-0060396,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0023,2026-08-10 14:42:55,True,False,
EVT-0073704,AP-05,Executive Wing Door,ZN-08,medium,EMP-0142,2026-08-10 14:42:57,True,False,
EVT-0080016,AP-06,Loading Dock,,medium,EMP-0035,2026-08-10 14:43:03,True,False,
EVT-0060393,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0067,2026-08-10 14:43:09,True,False,
EVT-0060398,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0126,2026-08-10 14:43:09,True,False,
EVT-0037627,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0182,2026-08-10 14:43:29,True,False,
EVT-0086277,AP-07,Emergency Exit - East,,medium,EMP-0035,2026-08-10 14:44:00,True,False,
EVT-0060399,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0159,2026-08-10 14:45:05,True,False,
EVT-0080019,AP-06,Loading Dock,,medium,EMP-0114,2026-08-10 14:45:24,True,False,
EVT-0037629,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0130,2026-08-10 14:45:33,True,False,
EVT-0014979,AP-01,Main Entrance,ZN-06,low,EMP-0083,2026-08-10 14:45:42,True,False,
EVT-0037630,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0057,2026-08-10 14:46:28,True,False,
EVT-0014981,AP-01,Main Entrance,ZN-06,low,EMP-0079,2026-08-10 14:47:51,True,False,
EVT-0014980,AP-01,Main Entrance,ZN-06,low,EMP-0184,2026-08-10 14:48:14,True,False,
EVT-0060400,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0140,2026-08-10 14:48:16,True,False,
EVT-0080017,AP-06,Loading Dock,,medium,EMP-0003,2026-08-10 14:49:09,True,False,
EVT-0080018,AP-06,Loading Dock,,medium,EMP-0037,2026-08-10 14:49:46,True,False,
EVT-0014984,AP-01,Main Entrance,ZN-06,low,EMP-0119,2026-08-10 14:50:06,True,False,
EVT-0014983,AP-01,Main Entrance,ZN-06,low,EMP-0197,2026-08-10 14:51:01,True,False,
EVT-0080021,AP-06,Loading Dock,,medium,EMP-0127,2026-08-10 14:51:08,True,False,
EVT-0060403,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0100,2026-08-10 14:51:37,True,False,
EVT-0037633,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0084,2026-08-10 14:51:42,True,False,
EVT-0060404,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0012,2026-08-10 14:53:22,True,False,
EVT-0080020,AP-06,Loading Dock,,medium,EMP-0098,2026-08-10 14:53:31,True,False,
EVT-0060402,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0016,2026-08-10 14:54:02,True,False,
EVT-0037634,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0110,2026-08-10 14:54:14,True,False,
EVT-0037632,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0086,2026-08-10 14:54:15,True,False,
EVT-0014982,AP-01,Main Entrance,ZN-06,low,EMP-0025,2026-08-10 14:54:24,True,False,
EVT-0037631,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0011,2026-08-10 14:54:53,True,False,
EVT-0060401,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0061,2026-08-10 14:54:58,True,False,
EVT-0014991,AP-01,Main Entrance,ZN-06,low,EMP-0146,2026-08-10 14:55:35,True,False,
EVT-0014989,AP-01,Main Entrance,ZN-06,low,EMP-0178,2026-08-10 14:55:39,True,False,
EVT-0014987,AP-01,Main Entrance,ZN-06,low,EMP-0122,2026-08-10 14:55:54,False,False,
EVT-0086279,AP-07,Emergency Exit - East,,medium,EMP-0002,2026-08-10 14:56:32,True,False,
EVT-0080022,AP-06,Loading Dock,,medium,EMP-0160,2026-08-10 14:56:33,True,False,
EVT-0060405,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0162,2026-08-10 14:56:37,True,False,
EVT-0014988,AP-01,Main Entrance,ZN-06,low,EMP-0006,2026-08-10 14:56:41,True,False,
EVT-0073706,AP-05,Executive Wing Door,ZN-08,medium,EMP-0132,2026-08-10 14:57:04,True,False,
EVT-0086278,AP-07,Emergency Exit - East,,medium,EMP-0031,2026-08-10 14:57:35,True,False,
EVT-0014990,AP-01,Main Entrance,ZN-06,low,EMP-0066,2026-08-10 14:58:08,True,False,
EVT-0060406,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0058,2026-08-10 14:59:21,True,False,
EVT-0060407,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0206,2026-08-10 14:59:33,True,False,
EVT-0014985,AP-01,Main Entrance,ZN-06,low,EMP-0011,2026-08-10 14:59:36,True,False,
EVT-0014986,AP-01,Main Entrance,ZN-06,low,EMP-0069,2026-08-10 14:59:49,True,False,
EVT-0086280,AP-07,Emergency Exit - East,,medium,EMP-0219,2026-08-10 15:00:08,True,False,
EVT-0037636,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0218,2026-08-10 15:00:24,True,False,
EVT-0014994,AP-01,Main Entrance,ZN-06,low,EMP-0203,2026-08-10 15:00:42,True,False,
EVT-0014992,AP-01,Main Entrance,ZN-06,low,EMP-0154,2026-08-10 15:00:44,True,False,
EVT-0060409,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0090,2026-08-10 15:01:08,True,False,
EVT-0014995,AP-01,Main Entrance,ZN-06,low,EMP-0121,2026-08-10 15:01:24,True,False,
EVT-0060410,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0147,2026-08-10 15:01:44,True,False,
EVT-0014993,AP-01,Main Entrance,ZN-06,low,EMP-0178,2026-08-10 15:01:46,True,False,
EVT-0060408,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0178,2026-08-10 15:01:58,True,False,
EVT-0037639,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0062,2026-08-10 15:01:59,True,False,
EVT-0080023,AP-06,Loading Dock,,medium,EMP-0108,2026-08-10 15:02:48,True,False,
EVT-0073708,AP-05,Executive Wing Door,ZN-08,medium,EMP-0107,2026-08-10 15:03:02,True,False,
EVT-0037635,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0014,2026-08-10 15:03:04,True,False,
EVT-0037641,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0124,2026-08-10 15:03:22,True,False,
EVT-0037640,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0140,2026-08-10 15:03:38,True,False,
EVT-0073707,AP-05,Executive Wing Door,ZN-08,medium,EMP-0002,2026-08-10 15:04:07,True,False,
EVT-0037637,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0130,2026-08-10 15:04:23,True,False,
EVT-0037638,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0022,2026-08-10 15:04:32,True,False,
EVT-0037642,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0017,2026-08-10 15:06:20,True,False,
EVT-0014997,AP-01,Main Entrance,ZN-06,low,EMP-0008,2026-08-10 15:07:05,True,False,
EVT-0014998,AP-01,Main Entrance,ZN-06,low,EMP-0153,2026-08-10 15:07:13,True,False,
EVT-0060414,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0149,2026-08-10 15:07:33,True,False,
EVT-0014999,AP-01,Main Entrance,ZN-06,low,EMP-0200,2026-08-10 15:07:42,True,False,
EVT-0015000,AP-01,Main Entrance,ZN-06,low,EMP-0122,2026-08-10 15:07:45,True,False,
EVT-0060411,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0073,2026-08-10 15:08:09,True,False,
EVT-0060412,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0021,2026-08-10 15:08:23,True,False,
EVT-0073709,AP-05,Executive Wing Door,ZN-08,medium,EMP-0170,2026-08-10 15:08:31,True,False,
EVT-0037643,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0087,2026-08-10 15:08:56,True,False,
EVT-0060415,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0138,2026-08-10 15:09:06,True,False,
EVT-0060413,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0135,2026-08-10 15:09:23,True,False,
EVT-0014996,AP-01,Main Entrance,ZN-06,low,EMP-0138,2026-08-10 15:09:37,True,False,
EVT-0015002,AP-01,Main Entrance,ZN-06,low,EMP-0191,2026-08-10 15:10:17,True,False,
EVT-0015001,AP-01,Main Entrance,ZN-06,low,EMP-0079,2026-08-10 15:10:30,True,False,
EVT-0086282,AP-07,Emergency Exit - East,,medium,EMP-0175,2026-08-10 15:10:40,True,False,
EVT-0073710,AP-05,Executive Wing Door,ZN-08,medium,EMP-0143,2026-08-10 15:11:25,True,False,
EVT-0073711,AP-05,Executive Wing Door,ZN-08,medium,EMP-0158,2026-08-10 15:12:11,True,False,
EVT-0060416,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0191,2026-08-10 15:13:13,True,False,
EVT-0086281,AP-07,Emergency Exit - East,,medium,EMP-0191,2026-08-10 15:13:34,True,False,
EVT-0037644,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0160,2026-08-10 15:13:37,True,False,
EVT-0060421,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0194,2026-08-10 15:15:17,True,False,
EVT-0037646,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0181,2026-08-10 15:15:23,True,False,
EVT-0015003,AP-01,Main Entrance,ZN-06,low,EMP-0218,2026-08-10 15:15:40,True,False,
EVT-0037645,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0004,2026-08-10 15:15:55,True,False,
EVT-0015004,AP-01,Main Entrance,ZN-06,low,EMP-0163,2026-08-10 15:16:39,True,False,
EVT-0060418,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0034,2026-08-10 15:17:32,True,False,
EVT-0060417,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0184,2026-08-10 15:18:02,True,False,
EVT-0060419,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0167,2026-08-10 15:18:27,True,False,
EVT-0080024,AP-06,Loading Dock,,medium,EMP-0157,2026-08-10 15:18:40,True,False,
EVT-0073712,AP-05,Executive Wing Door,ZN-08,medium,EMP-0173,2026-08-10 15:18:50,True,False,
EVT-0060420,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0211,2026-08-10 15:19:06,True,False,
EVT-0015005,AP-01,Main Entrance,ZN-06,low,EMP-0074,2026-08-10 15:19:30,True,False,
EVT-0037647,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0070,2026-08-10 15:19:59,True,False,
EVT-0060424,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0189,2026-08-10 15:20:08,True,False,
EVT-0037651,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0051,2026-08-10 15:21:07,True,False,
EVT-0037649,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0220,2026-08-10 15:21:11,True,False,
EVT-0015007,AP-01,Main Entrance,ZN-06,low,EMP-0212,2026-08-10 15:21:53,True,False,
EVT-0037650,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0137,2026-08-10 15:22:26,True,False,
EVT-0015006,AP-01,Main Entrance,ZN-06,low,EMP-0190,2026-08-10 15:22:26,True,False,
EVT-0060423,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0074,2026-08-10 15:22:43,True,False,
EVT-0015008,AP-01,Main Entrance,ZN-06,low,EMP-0076,2026-08-10 15:22:49,True,False,
EVT-0037648,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0069,2026-08-10 15:23:57,True,False,
EVT-0060422,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0005,2026-08-10 15:24:18,True,False,
EVT-0080025,AP-06,Loading Dock,,medium,EMP-0187,2026-08-10 15:24:26,True,False,
EVT-0037655,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0157,2026-08-10 15:25:35,True,False,
EVT-0037656,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0210,2026-08-10 15:25:36,True,False,
EVT-0015015,AP-01,Main Entrance,ZN-06,low,EMP-0091,2026-08-10 15:25:51,True,False,
EVT-0060425,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0071,2026-08-10 15:26:04,True,False,
EVT-0037653,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0071,2026-08-10 15:26:05,True,False,
EVT-0015012,AP-01,Main Entrance,ZN-06,low,EMP-0010,2026-08-10 15:26:18,True,False,
EVT-0015016,AP-01,Main Entrance,ZN-06,low,EMP-0203,2026-08-10 15:26:32,True,False,
EVT-0037654,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0106,2026-08-10 15:27:12,True,False,
EVT-0037652,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0169,2026-08-10 15:27:22,True,False,
EVT-0015011,AP-01,Main Entrance,ZN-06,low,EMP-0122,2026-08-10 15:27:27,True,False,
EVT-0015009,AP-01,Main Entrance,ZN-06,low,EMP-0208,2026-08-10 15:27:40,True,False,
EVT-0080026,AP-06,Loading Dock,,medium,EMP-0174,2026-08-10 15:28:09,True,False,
EVT-0015010,AP-01,Main Entrance,ZN-06,low,EMP-0047,2026-08-10 15:28:37,True,False,
EVT-0015014,AP-01,Main Entrance,ZN-06,low,EMP-0027,2026-08-10 15:28:59,True,False,
EVT-0015013,AP-01,Main Entrance,ZN-06,low,EMP-0040,2026-08-10 15:29:01,True,False,
EVT-0037658,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0171,2026-08-10 15:30:12,True,False,
EVT-0073715,AP-05,Executive Wing Door,ZN-08,medium,EMP-0076,2026-08-10 15:30:13,True,False,
EVT-0015018,AP-01,Main Entrance,ZN-06,low,EMP-0067,2026-08-10 15:30:14,True,False,
EVT-0073716,AP-05,Executive Wing Door,ZN-08,medium,EMP-0020,2026-08-10 15:30:45,True,False,
EVT-0080028,AP-06,Loading Dock,,medium,EMP-0132,2026-08-10 15:31:05,True,False,
EVT-0073713,AP-05,Executive Wing Door,ZN-08,medium,EMP-0155,2026-08-10 15:31:15,True,False,
EVT-0060430,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0164,2026-08-10 15:31:26,True,False,
EVT-0015017,AP-01,Main Entrance,ZN-06,low,EMP-0046,2026-08-10 15:31:30,True,False,
EVT-0060432,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0028,2026-08-10 15:31:52,True,False,
EVT-0060429,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0166,2026-08-10 15:31:58,True,False,
EVT-0060427,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0010,2026-08-10 15:32:02,True,False,
EVT-0060428,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0206,2026-08-10 15:32:26,True,False,
EVT-0015019,AP-01,Main Entrance,ZN-06,low,EMP-0152,2026-08-10 15:32:41,True,False,
EVT-0060431,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0103,2026-08-10 15:32:53,True,False,
EVT-0073714,AP-05,Executive Wing Door,ZN-08,medium,EMP-0032,2026-08-10 15:32:59,True,False,
EVT-0080027,AP-06,Loading Dock,,medium,EMP-0171,2026-08-10 15:33:24,True,False,
EVT-0060426,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0147,2026-08-10 15:33:36,True,False,
EVT-0037657,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0134,2026-08-10 15:33:52,True,False,
EVT-0086284,AP-07,Emergency Exit - East,,medium,EMP-0214,2026-08-10 15:34:22,True,False,
EVT-0086283,AP-07,Emergency Exit - East,,medium,EMP-0090,2026-08-10 15:34:56,True,False,
EVT-0037659,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0101,2026-08-10 15:35:02,True,False,
EVT-0060433,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0017,2026-08-10 15:35:26,True,False,
EVT-0015024,AP-01,Main Entrance,ZN-06,low,EMP-0056,2026-08-10 15:35:27,True,False,
EVT-0080029,AP-06,Loading Dock,,medium,EMP-0102,2026-08-10 15:35:40,True,False,
EVT-0086285,AP-07,Emergency Exit - East,,medium,EMP-0034,2026-08-10 15:35:44,True,False,
EVT-0015020,AP-01,Main Entrance,ZN-06,low,EMP-0103,2026-08-10 15:36:23,True,False,
EVT-0015021,AP-01,Main Entrance,ZN-06,low,EMP-0136,2026-08-10 15:37:49,True,False,
EVT-0060434,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0041,2026-08-10 15:38:04,True,False,
EVT-0015023,AP-01,Main Entrance,ZN-06,low,EMP-0138,2026-08-10 15:38:07,True,False,
EVT-0060436,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0138,2026-08-10 15:38:37,True,False,
EVT-0037660,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0067,2026-08-10 15:38:52,True,False,
EVT-0015025,AP-01,Main Entrance,ZN-06,low,EMP-0020,2026-08-10 15:39:08,True,False,
EVT-0015022,AP-01,Main Entrance,ZN-06,low,EMP-0046,2026-08-10 15:39:18,True,False,
EVT-0086286,AP-07,Emergency Exit - East,,medium,EMP-0181,2026-08-10 15:39:24,True,False,
EVT-0037661,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0188,2026-08-10 15:39:29,True,False,
EVT-0060435,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0195,2026-08-10 15:39:37,True,False,
EVT-0080030,AP-06,Loading Dock,,medium,EMP-0049,2026-08-10 15:39:40,True,False,
EVT-0060440,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0148,2026-08-10 15:40:01,True,False,
EVT-0015028,AP-01,Main Entrance,ZN-06,low,EMP-0056,2026-08-10 15:40:40,True,False,
EVT-0037665,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0099,2026-08-10 15:40:44,True,False,
EVT-0037662,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0213,2026-08-10 15:41:23,True,False,
EVT-0015026,AP-01,Main Entrance,ZN-06,low,EMP-0002,2026-08-10 15:42:06,True,False,
EVT-0015027,AP-01,Main Entrance,ZN-06,low,EMP-0098,2026-08-10 15:42:07,True,False,
EVT-0060439,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0084,2026-08-10 15:42:17,True,False,
EVT-0060437,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0174,2026-08-10 15:42:20,True,False,
EVT-0037663,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0178,2026-08-10 15:42:38,True,False,
EVT-0080031,AP-06,Loading Dock,,medium,EMP-0051,2026-08-10 15:42:52,True,False,
EVT-0086288,AP-07,Emergency Exit - East,,medium,EMP-0015,2026-08-10 15:43:44,True,False,
EVT-0037664,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0080,2026-08-10 15:43:45,True,False,
EVT-0015029,AP-01,Main Entrance,ZN-06,low,EMP-0025,2026-08-10 15:43:56,True,False,
EVT-0060438,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0138,2026-08-10 15:43:59,True,False,
EVT-0069066,AP-04,Server Room Door,ZN-07,high,EMP-0103,2026-08-10 15:44:08,True,True,unauthorized_restricted_zone_access
EVT-0037666,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0152,2026-08-10 15:44:21,True,False,
EVT-0086287,AP-07,Emergency Exit - East,,medium,EMP-0094,2026-08-10 15:44:51,True,False,
EVT-0037668,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0100,2026-08-10 15:45:15,True,False,
EVT-0073717,AP-05,Executive Wing Door,ZN-08,medium,EMP-0137,2026-08-10 15:45:33,True,False,
EVT-0015030,AP-01,Main Entrance,ZN-06,low,EMP-0123,2026-08-10 15:46:06,True,False,
EVT-0060441,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0137,2026-08-10 15:46:08,True,False,
EVT-0037671,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0195,2026-08-10 15:46:21,True,False,
EVT-0037669,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0074,2026-08-10 15:46:57,True,False,
EVT-0037670,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0047,2026-08-10 15:48:17,True,False,
EVT-0037667,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0139,2026-08-10 15:48:24,True,False,
EVT-0086289,AP-07,Emergency Exit - East,,medium,EMP-0095,2026-08-10 15:49:48,True,False,
EVT-0073718,AP-05,Executive Wing Door,ZN-08,medium,EMP-0057,2026-08-10 15:51:28,True,False,
EVT-0069067,AP-04,Server Room Door,ZN-07,high,EMP-0167,2026-08-10 15:51:28,False,True,unauthorized_restricted_zone_access
EVT-0060443,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0118,2026-08-10 15:51:46,True,False,
EVT-0060442,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0216,2026-08-10 15:52:19,True,False,
EVT-0037672,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0183,2026-08-10 15:52:31,True,False,
EVT-0080032,AP-06,Loading Dock,,medium,EMP-0055,2026-08-10 15:52:56,True,False,
EVT-0015032,AP-01,Main Entrance,ZN-06,low,EMP-0150,2026-08-10 15:53:24,True,False,
EVT-0015031,AP-01,Main Entrance,ZN-06,low,EMP-0167,2026-08-10 15:53:45,True,False,
EVT-0015033,AP-01,Main Entrance,ZN-06,low,EMP-0069,2026-08-10 15:55:15,True,False,
EVT-0060446,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0092,2026-08-10 15:55:35,True,False,
EVT-0060448,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0190,2026-08-10 15:55:45,True,False,
EVT-0037673,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0044,2026-08-10 15:56:38,True,False,
EVT-0060445,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0104,2026-08-10 15:57:00,True,False,
EVT-0060444,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0059,2026-08-10 15:57:14,True,False,
EVT-0037674,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0149,2026-08-10 15:57:17,True,False,
EVT-0086290,AP-07,Emergency Exit - East,,medium,EMP-0066,2026-08-10 15:57:19,True,False,
EVT-0015034,AP-01,Main Entrance,ZN-06,low,EMP-0099,2026-08-10 15:57:48,True,False,
EVT-0060447,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0212,2026-08-10 15:58:50,True,False,
EVT-0080033,AP-06,Loading Dock,,medium,EMP-0030,2026-08-10 15:59:03,True,False,
EVT-0060449,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0026,2026-08-10 16:00:23,True,False,
EVT-0015035,AP-01,Main Entrance,ZN-06,low,EMP-0166,2026-08-10 16:01:22,True,False,
EVT-0086291,AP-07,Emergency Exit - East,,medium,EMP-0021,2026-08-10 16:01:24,True,False,
EVT-0060450,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0044,2026-08-10 16:01:32,True,False,
EVT-0060452,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0004,2026-08-10 16:01:57,True,False,
EVT-0080034,AP-06,Loading Dock,,medium,EMP-0218,2026-08-10 16:01:59,True,False,
EVT-0073719,AP-05,Executive Wing Door,ZN-08,medium,EMP-0097,2026-08-10 16:02:40,True,False,
EVT-0060454,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0195,2026-08-10 16:02:43,True,False,
EVT-0015036,AP-01,Main Entrance,ZN-06,low,EMP-0150,2026-08-10 16:02:55,True,False,
EVT-0037675,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0136,2026-08-10 16:03:03,True,False,
EVT-0037676,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0137,2026-08-10 16:03:59,True,False,
EVT-0060455,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0056,2026-08-10 16:04:00,True,False,
EVT-0060451,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0083,2026-08-10 16:04:21,True,False,
EVT-0060453,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0104,2026-08-10 16:04:34,True,False,
EVT-0060460,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0142,2026-08-10 16:05:17,True,False,
EVT-0086292,AP-07,Emergency Exit - East,,medium,EMP-0073,2026-08-10 16:05:27,True,False,
EVT-0037681,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0022,2026-08-10 16:06:04,True,False,
EVT-0015038,AP-01,Main Entrance,ZN-06,low,EMP-0141,2026-08-10 16:06:31,True,False,
EVT-0037679,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0126,2026-08-10 16:06:48,True,False,
EVT-0015039,AP-01,Main Entrance,ZN-06,low,EMP-0173,2026-08-10 16:07:03,True,False,
EVT-0060457,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0005,2026-08-10 16:07:18,True,False,
EVT-0060456,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0117,2026-08-10 16:07:38,True,False,
EVT-0080035,AP-06,Loading Dock,,medium,EMP-0147,2026-08-10 16:08:12,True,False,
EVT-0060458,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0206,2026-08-10 16:08:16,True,False,
EVT-0037677,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0113,2026-08-10 16:08:39,True,False,
EVT-0015037,AP-01,Main Entrance,ZN-06,low,EMP-0007,2026-08-10 16:08:59,True,False,
EVT-0060459,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0100,2026-08-10 16:09:04,True,False,
EVT-0037678,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0144,2026-08-10 16:09:25,True,False,
EVT-0037680,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0083,2026-08-10 16:09:31,True,False,
EVT-0073720,AP-05,Executive Wing Door,ZN-08,medium,EMP-0042,2026-08-10 16:09:44,True,False,
EVT-0015048,AP-01,Main Entrance,ZN-06,low,EMP-0016,2026-08-10 16:10:00,True,False,
EVT-0015042,AP-01,Main Entrance,ZN-06,low,EMP-0095,2026-08-10 16:10:08,True,False,
EVT-0037683,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0203,2026-08-10 16:10:15,True,False,
EVT-0037684,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0014,2026-08-10 16:10:21,True,False,
