cycle,temp_stage1_c,temp_stage2_c,temp_stage3_c,pressure_kpa,vibration_index,flow_rate,efficiency_ratio,bleed_load,true_rul_cycles,asset_id
100,642.6,1586.95,1404.07,554.35,47.36,521.89,8.4665,23.3637,125,AST-TRAIN-067
101,642.46,1588.21,1407.55,553.72,47.39,521.39,8.4055,23.5021,125,AST-TRAIN-067
102,642.33,1597.12,1407.97,553.31,47.35,521.54,8.4081,23.3142,125,AST-TRAIN-067
103,642.28,1585.44,1406.7,553.45,47.34,521.76,8.448,23.3125,125,AST-TRAIN-067
104,642.22,1588.19,1401.5,553.44,47.42,521.65,8.4487,23.2945,125,AST-TRAIN-067
105,642.79,1590.31,1404.09,553.6,47.36,521.44,8.4241,23.355,125,AST-TRAIN-067
106,642.53,1586.53,1408.71,553.8,47.4,521.76,8.4005,23.2773,125,AST-TRAIN-067
107,642.35,1584.43,1404.3,553.23,47.5,521.07,8.429,23.3011,125,AST-TRAIN-067
108,642.43,1591.59,1406.95,553.79,47.48,522.13,8.4541,23.338,125,AST-TRAIN-067
109,642.5,1594.07,1413.16,553.61,47.43,521.63,8.4375,23.2227,125,AST-TRAIN-067
110,642.52,1591.88,1409.87,553.5,47.45,522.37,8.4253,23.3177,125,AST-TRAIN-067
111,642.42,1587.84,1402.17,553.59,47.35,521.87,8.4232,23.3387,125,AST-TRAIN-067
112,642.46,1589.02,1404.93,553.45,47.5,521.56,8.4248,23.3671,125,AST-TRAIN-067
113,642.29,1593.2,1405.49,553.87,47.42,521.37,8.405,23.2939,125,AST-TRAIN-067
114,642.15,1588.52,1400.84,554.28,47.41,521.57,8.4237,23.3138,125,AST-TRAIN-067
115,642.6,1587.88,1404.23,553.13,47.33,522.13,8.4296,23.402,125,AST-TRAIN-067
116,642.27,1588.76,1405.84,553.68,47.49,521.78,8.4236,23.2735,125,AST-TRAIN-067
117,641.98,1584.4,1404.06,553.54,47.48,521.9,8.3914,23.3726,125,AST-TRAIN-067
118,642.38,1584.5,1407.9,553.52,47.37,521.58,8.4219,23.2808,125,AST-TRAIN-067
119,642.84,1586.58,1407.62,553.37,47.44,521.81,8.4466,23.3604,125,AST-TRAIN-067
120,642.41,1596.29,1409.19,553.36,47.43,521.92,8.4634,23.3585,125,AST-TRAIN-067
121,642.35,1587.34,1404.58,553.53,47.45,521.63,8.4831,23.3501,125,AST-TRAIN-067
122,642.66,1590.35,1408.18,553.32,47.35,521.54,8.4328,23.2908,125,AST-TRAIN-067
123,642.52,1595.76,1405.97,554.05,47.38,521.72,8.4194,23.2977,125,AST-TRAIN-067
124,642.39,1592.79,1404.48,553.29,47.63,521.71,8.4357,23.3571,125,AST-TRAIN-067
125,642.69,1581.66,1399.19,553.45,47.54,521.63,8.4197,23.2431,125,AST-TRAIN-067
126,642.42,1591.71,1408.23,553.44,47.3,520.94,8.4262,23.4273,125,AST-TRAIN-067
127,642.64,1594.39,1407.04,554.02,47.47,521.64,8.4538,23.2842,125,AST-TRAIN-067
128,642.92,1591.38,1410.31,554.0,47.36,521.41,8.4458,23.2479,125,AST-TRAIN-067
129,642.91,1587.72,1407.58,553.49,47.6,521.81,8.4312,23.3183,125,AST-TRAIN-067
130,642.48,1588.23,1403.34,553.42,47.54,521.2,8.4311,23.3978,125,AST-TRAIN-067
131,642.33,1588.98,1407.09,553.78,47.36,521.77,8.455,23.3698,125,AST-TRAIN-067
132,642.43,1587.43,1404.42,553.56,47.59,521.18,8.458,23.2672,125,AST-TRAIN-067
133,642.81,1594.65,1413.31,553.5,47.57,521.63,8.4429,23.2818,125,AST-TRAIN-067
134,642.47,1581.1,1408.24,553.27,47.32,521.45,8.4187,23.363,125,AST-TRAIN-067
135,642.7,1584.68,1408.39,553.47,47.59,521.3,8.4337,23.3926,125,AST-TRAIN-067
136,642.25,1593.26,1402.91,553.77,47.49,521.46,8.4264,23.3764,125,AST-TRAIN-067
137,642.46,1589.05,1399.89,553.61,47.36,521.78,8.4321,23.3459,125,AST-TRAIN-067
138,643.14,1592.0,1405.07,553.75,47.46,521.81,8.4543,23.3461,125,AST-TRAIN-067
139,642.04,1581.35,1408.48,553.56,47.5,521.19,8.417,23.4178,125,AST-TRAIN-067
140,641.95,1593.87,1408.24,553.36,47.33,521.73,8.4229,23.204,125,AST-TRAIN-067
141,642.49,1582.17,1410.72,553.7,47.35,521.66,8.4567,23.2886,125,AST-TRAIN-067
142,642.82,1584.54,1408.08,553.38,47.44,521.32,8.4129,23.3835,125,AST-TRAIN-067
143,642.14,1585.24,1405.62,554.08,47.47,521.75,8.4694,23.2625,125,AST-TRAIN-067
144,642.29,1589.32,1401.53,553.71,47.38,521.22,8.4364,23.2834,125,AST-TRAIN-067
145,642.06,1592.04,1405.31,553.92,47.57,521.3,8.4107,23.3844,125,AST-TRAIN-067
146,642.85,1588.36,1412.36,553.46,47.43,521.38,8.4613,23.2195,125,AST-TRAIN-067
147,642.43,1590.37,1413.62,553.61,47.79,521.29,8.412,23.3641,125,AST-TRAIN-067
148,643.18,1591.79,1401.35,554.04,47.35,521.61,8.4213,23.3211,125,AST-TRAIN-067
149,642.08,1592.67,1406.57,553.4,47.5,520.91,8.4329,23.1149,125,AST-TRAIN-067
150,642.56,1590.28,1405.45,553.57,47.31,521.14,8.4374,23.3828,125,AST-TRAIN-067
151,642.44,1592.17,1406.76,554.0,47.57,521.88,8.3997,23.2688,125,AST-TRAIN-067
152,642.55,1589.31,1410.3,552.81,47.43,521.72,8.4721,23.3296,125,AST-TRAIN-067
153,642.71,1592.22,1400.66,553.8,47.4,520.93,8.4432,23.3365,125,AST-TRAIN-067
154,642.42,1593.58,1407.52,554.1,47.57,522.21,8.4287,23.216,125,AST-TRAIN-067
155,642.52,1586.69,1405.64,554.0,47.56,521.61,8.4639,23.4189,125,AST-TRAIN-067
156,642.32,1593.99,1411.75,552.84,47.37,521.11,8.425,23.4137,125,AST-TRAIN-067
157,641.67,1591.35,1413.04,553.5,47.47,521.28,8.4531,23.3455,125,AST-TRAIN-067
158,642.4,1587.51,1406.76,553.02,47.61,521.44,8.4286,23.298,125,AST-TRAIN-067
159,642.04,1594.64,1402.42,553.54,47.67,521.76,8.4454,23.2458,125,AST-TRAIN-067
160,643.35,1591.65,1405.79,554.01,47.61,521.48,8.431,23.2761,125,AST-TRAIN-067
161,642.89,1591.64,1403.71,553.22,47.42,521.56,8.408,23.2704,125,AST-TRAIN-067
162,642.51,1586.02,1409.72,553.86,47.72,522.06,8.401,23.2851,125,AST-TRAIN-067
163,642.93,1587.79,1403.62,554.3,47.55,522.15,8.4486,23.3336,125,AST-TRAIN-067
164,642.61,1582.16,1405.26,553.8,47.6,521.62,8.4338,23.2849,125,AST-TRAIN-067
165,642.7,1589.34,1404.62,553.82,47.24,521.66,8.4487,23.3287,125,AST-TRAIN-067
166,642.7,1587.93,1407.44,552.75,47.56,521.35,8.4053,23.2423,125,AST-TRAIN-067
167,642.45,1587.46,1404.35,553.67,47.65,521.79,8.4505,23.224,125,AST-TRAIN-067
168,642.95,1593.59,1406.02,553.89,47.41,521.78,8.4323,23.2637,125,AST-TRAIN-067
169,643.14,1590.64,1408.23,553.54,47.55,521.62,8.4426,23.3656,125,AST-TRAIN-067
170,643.56,1591.02,1409.24,553.72,47.59,521.47,8.4325,23.2956,125,AST-TRAIN-067
171,642.35,1583.32,1410.58,553.38,47.3,521.58,8.4206,23.3274,125,AST-TRAIN-067
172,642.62,1591.53,1412.38,553.88,47.45,521.41,8.4094,23.2347,125,AST-TRAIN-067
173,642.44,1596.9,1409.66,553.31,47.44,521.3,8.4362,23.3783,125,AST-TRAIN-067
174,642.6,1592.09,1406.54,553.45,47.66,521.42,8.455,23.2458,125,AST-TRAIN-067
175,642.2,1578.18,1413.43,553.49,47.6,521.73,8.3991,23.3088,125,AST-TRAIN-067
176,642.8,1585.62,1409.53,553.58,47.48,521.19,8.4629,23.3587,125,AST-TRAIN-067
177,643.0,1581.72,1399.44,553.5,47.58,521.54,8.4018,23.3276,125,AST-TRAIN-067
178,642.63,1591.4,1407.15,553.32,47.5,520.97,8.4186,23.2364,125,AST-TRAIN-067
179,642.7,1586.69,1413.55,553.55,47.47,521.42,8.437,23.3136,125,AST-TRAIN-067
180,642.53,1586.6,1406.88,553.27,47.57,521.71,8.4516,23.2001,125,AST-TRAIN-067
181,642.72,1591.88,1413.54,553.23,47.55,520.96,8.4642,23.3124,125,AST-TRAIN-067
182,643.01,1588.62,1408.47,553.47,47.42,521.13,8.4433,23.2474,125,AST-TRAIN-067
183,642.57,1594.01,1407.54,553.44,47.43,521.42,8.4236,23.2802,125,AST-TRAIN-067
184,642.02,1595.51,1411.01,552.94,47.5,521.5,8.4234,23.2944,125,AST-TRAIN-067
185,643.57,1586.31,1407.38,553.34,47.72,521.0,8.4317,23.1788,125,AST-TRAIN-067
186,643.01,1589.4,1407.34,553.92,47.48,521.24,8.4422,23.2452,125,AST-TRAIN-067
187,642.76,1598.03,1403.4,553.48,47.38,521.29,8.4547,23.406,125,AST-TRAIN-067
188,642.04,1588.36,1407.56,553.12,47.54,521.13,8.4089,23.3588,125,AST-TRAIN-067
189,643.16,1587.31,1414.54,552.67,47.5,521.15,8.4198,23.2659,124,AST-TRAIN-067
190,643.33,1591.95,1411.94,552.69,47.64,522.17,8.4861,23.3619,123,AST-TRAIN-067
191,642.4,1586.17,1405.65,553.06,47.62,521.35,8.4661,23.2598,122,AST-TRAIN-067
192,643.29,1593.13,1414.77,552.65,47.61,520.6,8.432,23.2102,121,AST-TRAIN-067
193,642.58,1591.98,1407.88,553.77,47.67,521.46,8.4401,23.2911,120,AST-TRAIN-067
194,642.21,1596.73,1405.27,553.22,47.59,521.07,8.4607,23.2368,119,AST-TRAIN-067
195,643.04,1596.59,1414.53,553.59,47.48,521.22,8.4434,23.3897,118,AST-TRAIN-067
196,642.85,1588.94,1408.38,553.55,47.56,521.18,8.4249,23.2941,117,AST-TRAIN-067
197,642.34,1594.12,1405.38,552.46,47.58,520.3,8.4569,23.3414,116,AST-TRAIN-067
198,642.21,1588.65,1407.58,553.14,47.5,521.62,8.4434,23.3256,115,AST-TRAIN-067
199,642.53,1595.04,1404.84,552.84,47.58,520.96,8.4715,23.2298,114,AST-TRAIN-067
200,642.62,1585.67,1410.52,552.79,47.55,520.96,8.4485,23.3264,113,AST-TRAIN-067
201,643.12,1587.94,1411.31,553.28,47.69,521.37,8.4713,23.3057,112,AST-TRAIN-067
202,642.33,1588.16,1406.02,552.55,47.73,521.66,8.4286,23.3362,111,AST-TRAIN-067
203,642.17,1589.11,1415.55,552.79,47.49,521.47,8.4553,23.2976,110,AST-TRAIN-067
204,642.43,1591.16,1418.18,553.31,47.64,521.29,8.4536,23.3098,109,AST-TRAIN-067
205,643.27,1590.74,1413.87,552.74,47.54,521.21,8.3974,23.3102,108,AST-TRAIN-067
206,643.22,1594.23,1410.31,552.14,47.64,521.07,8.4507,23.2787,107,AST-TRAIN-067
207,643.0,1595.18,1404.56,552.96,47.62,521.45,8.4428,23.1902,106,AST-TRAIN-067
208,643.18,1594.83,1399.59,553.18,47.46,521.17,8.4265,23.3106,105,AST-TRAIN-067
209,642.62,1589.85,1411.47,553.48,47.68,521.28,8.4716,23.273,104,AST-TRAIN-067
210,642.83,1589.64,1413.05,554.13,47.63,520.86,8.4126,23.266,103,AST-TRAIN-067
211,642.86,1595.27,1410.17,553.43,47.64,521.68,8.4619,23.2727,102,AST-TRAIN-067
212,642.96,1590.64,1410.93,553.38,47.67,521.19,8.4795,23.2741,101,AST-TRAIN-067
213,643.11,1592.69,1410.1,553.29,47.51,521.4,8.4701,23.2023,100,AST-TRAIN-067
214,642.57,1591.26,1414.19,553.38,47.65,521.4,8.433,23.2326,99,AST-TRAIN-067
215,642.66,1590.22,1414.82,553.4,47.65,521.26,8.4568,23.2355,98,AST-TRAIN-067
216,642.82,1591.98,1414.17,552.9,47.57,520.89,8.4514,23.2122,97,AST-TRAIN-067
217,642.23,1587.66,1412.24,553.03,47.53,521.38,8.4578,23.3033,96,AST-TRAIN-067
218,642.99,1591.35,1414.43,553.04,47.64,520.75,8.4521,23.2613,95,AST-TRAIN-067
219,643.22,1595.32,1412.55,553.32,47.81,521.34,8.4938,23.3011,94,AST-TRAIN-067
220,643.29,1595.18,1409.98,552.38,47.46,522.12,8.4533,23.2304,93,AST-TRAIN-067
221,642.74,1592.67,1413.06,552.69,47.67,520.9,8.4318,23.2118,92,AST-TRAIN-067
222,642.51,1593.59,1400.03,552.61,47.6,521.81,8.4515,23.3132,91,AST-TRAIN-067
223,642.67,1591.9,1409.15,552.53,47.59,521.55,8.4484,23.1451,90,AST-TRAIN-067
224,642.98,1589.29,1415.4,553.26,47.54,521.49,8.5096,23.1838,89,AST-TRAIN-067
225,643.26,1590.35,1413.55,553.42,47.65,521.24,8.4554,23.2365,88,AST-TRAIN-067
226,642.88,1592.24,1414.05,553.27,47.51,521.26,8.487,23.2206,87,AST-TRAIN-067
227,642.79,1597.73,1408.0,553.15,47.66,520.85,8.4769,23.3049,86,AST-TRAIN-067
228,642.97,1589.54,1412.14,552.68,47.72,521.04,8.4785,23.193,85,AST-TRAIN-067
229,642.76,1599.5,1417.09,553.04,47.69,520.7,8.4453,23.2146,84,AST-TRAIN-067
230,642.83,1595.06,1412.68,551.97,47.72,520.93,8.4371,23.2056,83,AST-TRAIN-067
231,642.63,1584.94,1412.29,553.32,47.76,521.38,8.4417,23.3352,82,AST-TRAIN-067
232,643.27,1585.42,1408.78,552.81,47.75,520.66,8.4467,23.2328,81,AST-TRAIN-067
233,643.17,1589.98,1418.59,553.2,47.63,520.86,8.4724,23.3291,80,AST-TRAIN-067
234,643.11,1598.88,1412.65,552.3,47.66,520.98,8.4473,23.2993,79,AST-TRAIN-067
235,642.65,1593.43,1407.56,552.99,47.88,521.03,8.5006,23.2822,78,AST-TRAIN-067
236,643.08,1588.06,1403.93,552.33,47.87,520.61,8.457,23.2682,77,AST-TRAIN-067
237,642.98,1595.76,1411.47,552.41,47.6,521.02,8.4748,23.2704,76,AST-TRAIN-067
238,642.75,1599.76,1415.64,552.54,47.71,520.72,8.4641,23.2341,75,AST-TRAIN-067
239,642.69,1587.28,1417.14,552.54,47.66,520.48,8.5041,23.2493,74,AST-TRAIN-067
240,642.88,1595.57,1419.65,552.63,47.57,521.31,8.4484,23.2025,73,AST-TRAIN-067
241,642.68,1593.74,1416.66,552.63,47.58,520.3,8.4898,23.2605,72,AST-TRAIN-067
242,643.28,1597.21,1412.77,552.25,47.84,520.98,8.5127,23.08,71,AST-TRAIN-067
243,642.94,1598.45,1420.19,553.54,47.7,520.74,8.4754,23.2006,70,AST-TRAIN-067
244,642.8,1592.05,1419.01,553.58,47.75,521.14,8.4682,23.2201,69,AST-TRAIN-067
245,642.8,1598.22,1415.24,553.3,47.84,520.95,8.4766,23.12,68,AST-TRAIN-067
246,642.43,1589.53,1412.82,553.59,47.71,520.52,8.4535,23.1875,67,AST-TRAIN-067
247,643.04,1595.3,1415.73,552.3,47.78,520.95,8.4773,23.2244,66,AST-TRAIN-067
248,642.84,1582.84,1413.89,553.31,47.63,520.82,8.487,23.199,65,AST-TRAIN-067
249,642.69,1595.37,1417.38,551.99,47.78,520.27,8.45,23.1637,64,AST-TRAIN-067
250,643.18,1595.97,1414.12,552.55,47.77,521.09,8.4969,23.2547,63,AST-TRAIN-067
251,643.23,1590.03,1416.3,552.73,47.71,520.32,8.4545,23.2027,62,AST-TRAIN-067
252,642.69,1599.56,1410.6,553.48,47.66,520.8,8.4664,23.2736,61,AST-TRAIN-067
253,643.03,1598.26,1415.87,552.79,47.67,521.07,8.4699,23.2075,60,AST-TRAIN-067
254,642.75,1587.43,1416.38,552.48,47.9,520.31,8.4766,23.1635,59,AST-TRAIN-067
255,643.47,1596.55,1419.41,552.91,47.77,520.93,8.4671,23.2194,58,AST-TRAIN-067
256,642.75,1602.05,1420.66,552.66,47.73,520.85,8.4787,23.2252,57,AST-TRAIN-067
257,643.22,1592.25,1419.45,553.13,47.8,520.82,8.4841,23.2587,56,AST-TRAIN-067
258,643.12,1592.89,1418.95,552.1,47.73,520.46,8.4895,23.1184,55,AST-TRAIN-067
259,643.29,1600.46,1420.21,552.64,47.7,520.94,8.4572,23.1598,54,AST-TRAIN-067
260,642.94,1599.55,1415.08,552.03,47.96,521.19,8.46,23.2286,53,AST-TRAIN-067
261,643.64,1597.1,1420.31,552.88,47.89,520.97,8.4875,23.1442,52,AST-TRAIN-067
262,643.62,1599.98,1418.85,552.49,47.97,520.71,8.4961,23.2283,51,AST-TRAIN-067
263,643.52,1599.01,1419.32,552.59,47.88,520.57,8.4569,23.1458,50,AST-TRAIN-067
264,643.2,1595.02,1423.63,551.92,47.9,520.69,8.4797,23.2163,49,AST-TRAIN-067
265,643.13,1596.61,1412.31,552.49,47.95,520.49,8.4504,23.3509,48,AST-TRAIN-067
266,642.88,1591.87,1417.61,552.65,47.81,520.66,8.4568,23.1815,47,AST-TRAIN-067
267,643.39,1596.98,1421.7,551.7,47.89,519.95,8.4941,23.2707,46,AST-TRAIN-067
268,643.91,1599.06,1415.13,552.79,47.89,520.44,8.5148,23.1268,45,AST-TRAIN-067
269,643.36,1592.94,1414.6,552.6,47.75,521.19,8.484,23.2022,44,AST-TRAIN-067
270,642.92,1596.2,1421.71,552.54,47.89,520.76,8.4582,23.1834,43,AST-TRAIN-067
271,643.37,1595.6,1412.0,552.56,47.94,520.47,8.5021,23.174,42,AST-TRAIN-067
272,643.0,1601.78,1412.07,552.62,47.85,520.83,8.4677,23.1387,41,AST-TRAIN-067
273,643.79,1592.16,1416.15,551.67,47.87,520.41,8.4822,23.1514,40,AST-TRAIN-067
274,643.27,1600.42,1424.83,552.79,47.81,520.55,8.5031,23.0925,39,AST-TRAIN-067
275,642.85,1603.39,1417.96,552.56,47.81,520.94,8.4925,23.0624,38,AST-TRAIN-067
276,643.82,1600.4,1418.26,552.37,47.9,520.25,8.5015,23.1886,37,AST-TRAIN-067
277,643.25,1595.78,1422.12,552.14,47.91,520.31,8.4855,23.1381,36,AST-TRAIN-067
278,643.22,1601.43,1421.85,552.62,47.82,520.42,8.5042,23.2301,35,AST-TRAIN-067
279,643.29,1600.74,1429.94,551.81,48.02,520.57,8.4641,23.1972,34,AST-TRAIN-067
280,643.76,1598.26,1425.35,551.95,48.0,520.13,8.5108,23.0819,33,AST-TRAIN-067
281,643.45,1594.16,1414.08,552.08,47.92,520.03,8.5119,23.1945,32,AST-TRAIN-067
282,643.38,1599.31,1422.98,552.23,48.02,520.58,8.5051,23.1495,31,AST-TRAIN-067
283,643.98,1595.7,1422.52,551.47,48.07,520.13,8.4757,23.0871,30,AST-TRAIN-067
284,643.84,1594.78,1415.82,552.74,48.01,519.8,8.5058,23.141,29,AST-TRAIN-067
285,643.11,1596.19,1420.49,551.71,47.77,520.41,8.5061,23.0908,28,AST-TRAIN-067
286,643.5,1597.98,1421.47,551.81,47.97,520.16,8.5185,23.1018,27,AST-TRAIN-067
287,643.85,1598.86,1427.22,552.03,47.98,519.99,8.4729,23.1262,26,AST-TRAIN-067
288,643.24,1596.43,1420.24,551.65,47.84,520.27,8.4989,23.0942,25,AST-TRAIN-067
289,643.68,1596.19,1419.19,551.87,48.18,520.87,8.4768,23.1663,24,AST-TRAIN-067
290,643.37,1598.6,1411.52,551.88,47.87,520.34,8.501,23.2099,23,AST-TRAIN-067
291,642.84,1594.42,1430.38,551.61,48.07,520.01,8.5021,23.1356,22,AST-TRAIN-067
292,643.24,1607.08,1426.02,551.52,48.12,520.44,8.4906,23.1778,21,AST-TRAIN-067
293,642.87,1600.54,1424.81,551.94,48.07,520.09,8.4794,23.0708,20,AST-TRAIN-067
294,643.62,1600.45,1422.07,551.56,48.15,519.61,8.4701,23.0545,19,AST-TRAIN-067
295,643.56,1601.74,1418.79,551.62,47.97,520.08,8.503,23.1931,18,AST-TRAIN-067
296,643.04,1610.32,1425.52,552.67,48.07,519.89,8.5363,23.1769,17,AST-TRAIN-067
297,644.19,1600.7,1424.99,551.75,48.07,519.24,8.5129,23.0046,16,AST-TRAIN-067
298,643.34,1604.82,1431.85,552.09,47.88,520.06,8.5054,23.0541,15,AST-TRAIN-067
299,643.65,1600.05,1419.12,551.1,48.03,520.11,8.5026,23.098,14,AST-TRAIN-067
300,643.58,1602.18,1424.93,551.47,48.2,520.16,8.5007,22.9934,13,AST-TRAIN-067
301,643.3,1609.85,1431.12,551.51,48.09,519.84,8.5087,23.2062,12,AST-TRAIN-067
302,643.78,1593.7,1422.47,551.08,48.07,520.03,8.5311,23.1844,11,AST-TRAIN-067
303,643.28,1602.62,1430.3,551.86,47.91,519.99,8.5157,23.0572,10,AST-TRAIN-067
304,644.14,1598.36,1426.61,552.31,48.26,519.68,8.5339,23.071,9,AST-TRAIN-067
305,643.17,1602.43,1427.97,552.15,47.89,520.34,8.5665,23.1,8,AST-TRAIN-067
306,643.35,1595.82,1424.8,551.29,48.2,520.11,8.5205,23.0662,7,AST-TRAIN-067
307,643.76,1600.55,1426.73,551.92,47.92,519.77,8.5162,23.1415,6,AST-TRAIN-067
308,643.72,1603.45,1429.87,550.48,48.02,520.24,8.4953,23.0674,5,AST-TRAIN-067
309,643.64,1596.88,1426.89,551.1,48.18,519.52,8.5246,23.0712,4,AST-TRAIN-067
310,643.17,1606.73,1436.56,550.92,48.18,520.18,8.4953,23.0628,3,AST-TRAIN-067
311,643.83,1603.88,1423.76,551.71,48.02,519.68,8.5315,23.0542,2,AST-TRAIN-067
312,643.4,1599.47,1434.77,551.29,48.17,520.07,8.5342,23.1478,1,AST-TRAIN-067
313,643.57,1599.78,1424.96,551.3,48.28,520.29,8.5668,23.1288,0,AST-TRAIN-067
1,642.25,1589.89,1408.15,553.31,47.29,521.73,8.4583,23.3029,125,AST-TRAIN-068
2,642.82,1586.51,1405.07,554.06,47.55,522.11,8.4402,23.3188,125,AST-TRAIN-068
3,642.33,1584.78,1406.81,553.3,47.5,520.98,8.4029,23.218,125,AST-TRAIN-068
4,642.23,1589.99,1402.66,553.77,47.43,521.56,8.4299,23.2672,125,AST-TRAIN-068
5,642.84,1589.79,1401.77,554.16,47.42,521.91,8.4644,23.3894,125,AST-TRAIN-068
6,642.53,1591.51,1410.22,553.41,47.29,521.79,8.4168,23.3648,125,AST-TRAIN-068
7,642.38,1583.83,1409.46,553.6,47.48,521.78,8.4428,23.2661,125,AST-TRAIN-068
8,642.53,1586.51,1394.3,554.03,47.29,521.27,8.4014,23.2953,125,AST-TRAIN-068
9,642.65,1588.43,1406.22,553.33,47.48,521.56,8.4291,23.3536,125,AST-TRAIN-068
10,642.3,1587.63,1408.46,554.08,47.58,521.47,8.4185,23.3887,125,AST-TRAIN-068
11,642.89,1588.11,1412.51,554.08,47.33,521.98,8.4532,23.3126,125,AST-TRAIN-068
12,642.23,1590.82,1405.1,553.49,47.46,521.78,8.4493,23.3478,125,AST-TRAIN-068
13,642.69,1589.59,1405.64,553.86,47.5,521.87,8.4653,23.4064,125,AST-TRAIN-068
14,642.85,1579.07,1406.61,554.0,47.36,522.04,8.4322,23.2721,125,AST-TRAIN-068
15,642.41,1592.39,1400.94,553.45,47.37,522.01,8.449,23.3774,125,AST-TRAIN-068
16,642.5,1587.92,1406.85,553.96,47.45,521.77,8.3828,23.3839,125,AST-TRAIN-068
17,642.37,1589.08,1407.9,553.72,47.42,521.66,8.423,23.4141,125,AST-TRAIN-068
18,642.78,1584.94,1402.62,554.23,47.39,521.66,8.4429,23.355,125,AST-TRAIN-068
19,642.17,1585.56,1407.79,553.14,47.52,521.25,8.4374,23.4006,125,AST-TRAIN-068
20,642.84,1588.89,1412.39,554.15,47.35,522.02,8.43,23.2132,125,AST-TRAIN-068
21,642.6,1595.95,1405.17,553.26,47.67,521.37,8.4371,23.4632,125,AST-TRAIN-068
22,642.89,1580.48,1401.22,554.17,47.58,521.73,8.4449,23.3679,125,AST-TRAIN-068
23,642.25,1593.69,1405.38,553.57,47.39,521.17,8.4038,23.2638,125,AST-TRAIN-068
24,642.55,1592.87,1406.39,554.01,47.51,521.61,8.3962,23.3238,125,AST-TRAIN-068
25,642.54,1590.99,1410.77,553.66,47.25,521.08,8.4204,23.3636,125,AST-TRAIN-068
26,642.29,1590.88,1408.65,553.28,47.52,521.71,8.4238,23.2818,125,AST-TRAIN-068
27,642.32,1582.9,1406.73,554.34,47.5,521.78,8.4203,23.3234,125,AST-TRAIN-068
28,642.37,1588.42,1412.37,553.67,47.46,521.38,8.4095,23.478,125,AST-TRAIN-068
29,643.04,1590.67,1409.13,554.19,47.52,521.41,8.4082,23.3078,125,AST-TRAIN-068
30,642.57,1590.42,1406.73,553.92,47.51,521.68,8.4279,23.2541,125,AST-TRAIN-068
31,642.05,1591.26,1409.66,553.26,47.46,522.11,8.444,23.3055,125,AST-TRAIN-068
32,642.32,1585.66,1401.7,553.08,47.43,522.04,8.4166,23.3571,125,AST-TRAIN-068
33,642.94,1584.94,1402.85,554.4,47.44,522.08,8.4361,23.4372,125,AST-TRAIN-068
34,643.03,1593.34,1404.31,553.47,47.54,521.26,8.4445,23.4838,125,AST-TRAIN-068
35,642.45,1586.72,1403.0,553.53,47.51,521.44,8.4582,23.2859,125,AST-TRAIN-068
36,642.54,1594.74,1407.48,552.88,47.25,521.5,8.4391,23.2895,125,AST-TRAIN-068
37,642.4,1584.05,1405.49,553.89,47.52,521.63,8.4304,23.3258,125,AST-TRAIN-068
38,642.74,1589.65,1400.73,553.58,47.38,522.01,8.46,23.3435,125,AST-TRAIN-068
39,642.85,1588.98,1400.3,553.51,47.54,521.75,8.4105,23.4258,125,AST-TRAIN-068
40,642.1,1586.49,1406.52,553.91,47.53,521.05,8.4325,23.3531,125,AST-TRAIN-068
41,642.31,1591.24,1407.75,553.17,47.52,521.66,8.436,23.2595,125,AST-TRAIN-068
42,642.44,1584.92,1406.55,553.93,47.63,521.54,8.3959,23.2835,125,AST-TRAIN-068
43,642.84,1585.15,1404.49,553.12,47.25,521.9,8.4486,23.4724,125,AST-TRAIN-068
44,642.52,1591.09,1408.4,553.9,47.59,521.54,8.4176,23.2369,125,AST-TRAIN-068
45,642.63,1585.58,1400.04,553.73,47.43,521.56,8.4254,23.2788,125,AST-TRAIN-068
46,643.07,1584.74,1412.31,554.32,47.66,521.22,8.436,23.2467,125,AST-TRAIN-068
47,643.15,1589.16,1406.08,554.09,47.44,521.62,8.4522,23.3753,125,AST-TRAIN-068
48,642.33,1597.59,1402.58,554.22,47.3,521.83,8.4038,23.3714,125,AST-TRAIN-068
49,642.42,1593.51,1405.3,553.84,47.34,521.37,8.437,23.2895,125,AST-TRAIN-068
50,642.53,1588.84,1406.86,554.54,47.49,522.4,8.456,23.3229,125,AST-TRAIN-068
51,642.58,1584.53,1407.15,552.4,47.56,522.07,8.4416,23.383,125,AST-TRAIN-068
52,642.91,1587.72,1408.49,553.96,47.28,521.5,8.4392,23.3082,125,AST-TRAIN-068
53,642.76,1588.45,1406.62,554.23,47.4,521.8,8.4475,23.3435,125,AST-TRAIN-068
54,642.79,1586.56,1404.77,553.94,47.5,520.79,8.4542,23.3399,125,AST-TRAIN-068
55,642.26,1590.46,1403.99,553.78,47.41,521.57,8.4485,23.3563,125,AST-TRAIN-068
56,642.09,1590.98,1406.05,553.55,47.46,521.72,8.429,23.254,125,AST-TRAIN-068
57,642.22,1593.71,1408.17,553.45,47.43,521.61,8.402,23.2725,125,AST-TRAIN-068
58,642.27,1589.32,1402.82,553.92,47.43,521.41,8.4551,23.3516,125,AST-TRAIN-068
59,642.83,1586.97,1409.66,553.43,47.56,521.51,8.4518,23.371,125,AST-TRAIN-068
60,642.61,1585.23,1409.24,553.31,47.46,521.13,8.4492,23.2653,125,AST-TRAIN-068
